CPRF,RCFF,ABNE,PGNIE,ERROCPRF,ERRORCFF,ERROABNE,ERROPGNIE
0.003936432379748,0.046349799088744,0,0,0.000159309500635,0.00174132017636,0,0
0.003680295282762,0.04754014134836,0.00000255270633324541,0,0.00022411943822,0.001875210867245,0.00000467737808267089,0
0.003776360258908,0.049940970812692,0.000015822620728,0,0.000209005968917,0.00098796557506,0.0000171732321897428,0
0.003967475093118,0.052402036516571,0.0000266819712499298,0.00000387389021788959,0.000279793128803,0.000649416898883,0.0000280359167642525,0.00000590143274250766
0.004531211487529,0.056615757898584,0.0000535278332232368,0.00000171581733024806,0.000276089745802,0.002602907832098,0.0000256678594208705,0.00000304892922232559
0.004848526124245,0.0576264818035,0.000177229996947,0.0000377609734476047,0.000309572026034,0.002325170149999,0.0000438105414332382,0.0000219020720817708
0.005126998514799,0.057648333470069,0.000365889934546,0.000103025443155,0.000206603900577,0.001748617880288,0.0000692131787888941,0.0000385090573811616
