PGNIE,ABNE,CPRF,RCFF,ERROPGNIE,ERROABNE,ERROCPRF,ERRORCFF
0,0,0.003001757608073,0.039829242122032,0,0,9.93E-05,0.00048734084166
0,2.96E-06,0.003068408476016,0.041682300820875,0,4.13E-06,0.000141544563111,0.001578011447736
0,7.9E-06,0.003026443114718,0.04379208878883,0,6.32E-06,0.00011066849496,0.000626015603165
1.97484053162707E-06,1.09E-05,0.00322886426921,0.04612240061615,2.58E-06,6.74E-06,0.000122501592341,0.000615152039579
1.97484053162707E-06,3.16E-05,0.003446096727689,0.048676527703721,2.58E-06,6.32E-06,0.000171868730957,0.000765555114707
2.27106661137113E-05,9.48E-05,0.003747259908762,0.049663947969535,1.04E-05,1.78E-05,0.000199533931497,0.001640046002687
6.41823172778798E-05,0.000216245038213,0.003939806860596,0.051201032183318,1.78E-05,2.49E-05,0.000135287130484,0.001071802787249
