PGNIE,ABNE,ERROPGNIE,ERROABNE
0.000251712432962,0.005344286823987,3.71E-05,3.71E-05
0.000183546350966,0.005343230448552,3.71E-05,3.71E-05
0.000220900860514,0.005170987572008,5.02E-05,5.02E-05
0.000218859019317,0.005078935328575,5.77E-05,5.77E-05
0.000429780983958,0.006170912265613,5.02E-05,5.02E-05
0.001201141321074,0.007622984540395,0.000186109893343,0.000186109893343
0.004710075040012,0.011398155463457,0.000351181492474,0.000351181492474
