PGNIE,ABNE,CPRF,RCFF,ERROPGNIE,ERROABNE,ERROCPRF,ERRORCFF
0.000172798546517,0.001049956882648,0.119675336216601,0.419900468037206,2.85E-05,2.7E-05,0.000812307032733,0.000812307032733
0.000144163358809,0.003209115863894,0.126945217923653,0.428066433635484,2.76E-05,0.000143265099814,0.000906051879408,0.000906051879408
0.000173785966783,0.007020558089934,0.133402946462073,0.440804155064479,1.87E-05,0.00018518381186,0.000534938569778,0.000534938569778
0.000149100460138,0.011643330634385,0.14266248000474,0.447479116061378,2.52E-05,0.000311900993995,0.000910102539672,0.000910102539672
0.000239943124593,0.018718196838939,0.149759563165274,0.45504275529751,3.13E-05,0.000268796584381,0.000653614338001,0.000653614338001
0.000777099749195,0.027158994411201,0.159120307285187,0.464038153919071,7.87E-05,0.000605683435798,0.00089197028243,0.00089197028243
0.002903015581492,0.038150627670149,0.167481288385963,0.466575824002212,0.000226724010012,0.00081214410005,0.001192056617277,0.001192056617277
