PGNIE,ABNE,ERROPGNIE,ERROABNE
0.000129797768745,0.00297458496372,1.64E-05,0.000174063531461
0.000117134571794,0.002875812027504,4.34E-05,0.000197296747438
0.000132963567982,0.003191125631577,5.37E-05,0.000219856758069
0.000541351669643,0.003789461687498,4.68E-05,0.000563993445111
0.001646215603591,0.00554078182578,0.000539964787914,0.000370686840634
0.003428560574403,0.008025301067508,0.000540249917855,0.000589820105281
0.005581304056022,0.010308475477719,0.000743443871989,0.000638036868472
